Lead_ID,Location,College,Year Of Study,Program Intrest,Lead Source
LD19214,Raipur,IIM A,4th,Artificial Intelligence,Instagram
LD19215,Mumbai,IIM Bangalore,1st,Computer Science,Linkedin
LD19216,Nagpur,Ramdeobaba Univerisity,2nd,Artificial Intelligence,Linkedin
LD19217,Ahmedabad,Ramdeobaba Univerisity,4th,Data Science,Linkedin
LD19218,Bangalore,Ramdeobaba Univerisity,3rd,Human Resource,College Colloboration
LD19219,Bangalore,IIT Bombay,1st,Data Science,Instagram
LD19220,Delhi,IIIT Hyderabad,4th,Data Science,Linkedin
LD19221,Delhi,Ramdeobaba Univerisity,3rd,Computer Science,Google Form
LD19222,Mumbai,IIT Delhi,4th,Robotics,Google Form
LD19223,Bangalore,BIITS Raipur,3rd,Human Resource,Google Form
LD19224,Raipur,IIT Bombay,4th,Robotics,Instagram
LD19225,Hyderabad,IIM A,1st,Computer Science,College Colloboration
LD19226,Ahmedabad,IIM A,2nd,Computer Science,College Colloboration
LD19227,Delhi,BIITS Raipur,2nd,Computer Science,Whatsapp
LD19228,Delhi,IIT Delhi,3rd,Data Science,Instagram
LD19229,Raipur,IIT Delhi,1st,Data Science,Google Form
LD19230,Bangalore,IIM Bangalore,4th,Finance,Google Form
LD19231,Hyderabad,VNIT Nagpur,4th,Finance,Linkedin
LD19232,Bangalore,IIT Bombay,1st,Finance,Instagram
LD19233,Raipur,BIITS Raipur,3rd,Computer Science,Linkedin
LD19234,Delhi,IIIT Hyderabad,3rd,Human Resource,Whatsapp
LD19235,Delhi,BIITS Raipur,4th,Artificial Intelligence,Linkedin
LD19236,Nagpur,Ramdeobaba Univerisity,1st,Artificial Intelligence,Instagram
LD19237,Delhi,Ramdeobaba Univerisity,3rd,Robotics,Google Form
LD19238,Bangalore,Ramdeobaba Univerisity,2nd,Finance,Linkedin
LD19239,Delhi,IIM Bangalore,2nd,Artificial Intelligence,College Colloboration
LD19240,Nagpur,IIM Bangalore,2nd,Finance,Google Form
LD19241,Raipur,IIM Bangalore,3rd,Human Resource,College Colloboration
LD19242,Nagpur,IIT Delhi,2nd,Artificial Intelligence,Instagram
LD19243,Delhi,IIIT Hyderabad,4th,Data Science,Linkedin
LD19244,Raipur,Ramdeobaba Univerisity,3rd,Artificial Intelligence,Linkedin
LD19245,Bangalore,Ramdeobaba Univerisity,4th,Robotics,College Colloboration
LD19246,Mumbai,VNIT Nagpur,3rd,Computer Science,Whatsapp
LD19247,Ahmedabad,IIT Delhi,3rd,Computer Science,College Colloboration
LD19248,Nagpur,IIIT Hyderabad,2nd,Robotics,Whatsapp
LD19249,Delhi,IIT Delhi,4th,Data Science,College Colloboration
LD19250,Hyderabad,IIT Bombay,2nd,Data Science,Linkedin
LD19251,Nagpur,IIM A,4th,Robotics,Instagram
LD19252,Bangalore,BIITS Raipur,4th,Data Science,Linkedin
LD19253,Raipur,IIT Delhi,4th,Human Resource,College Colloboration
LD19254,Delhi,BIITS Raipur,4th,Human Resource,Google Form
LD19255,Mumbai,IIM A,2nd,Computer Science,College Colloboration
LD19256,Hyderabad,Ramdeobaba Univerisity,2nd,Finance,Linkedin
LD19257,Nagpur,IIT Bombay,1st,Data Science,Instagram
LD19258,Ahmedabad,IIIT Hyderabad,1st,Computer Science,Whatsapp
LD19259,Raipur,IIM Bangalore,3rd,Data Science,Instagram
LD19260,Hyderabad,IIM A,3rd,Finance,Instagram
LD19261,Nagpur,VNIT Nagpur,1st,Artificial Intelligence,Whatsapp
LD19262,Nagpur,IIT Bombay,1st,Data Science,Google Form
LD19263,Bangalore,IIIT Hyderabad,1st,Artificial Intelligence,Google Form
LD19264,Nagpur,IIM Bangalore,4th,Artificial Intelligence,Whatsapp
LD19265,Raipur,Ramdeobaba Univerisity,4th,Human Resource,Instagram
LD19266,Ahmedabad,Ramdeobaba Univerisity,4th,Robotics,Instagram
LD19267,Nagpur,IIM A,1st,Finance,College Colloboration
LD19268,Hyderabad,IIM Bangalore,3rd,Finance,Instagram
LD19269,Hyderabad,VNIT Nagpur,4th,Human Resource,Whatsapp
LD19270,Mumbai,BIITS Raipur,4th,Data Science,Google Form
LD19271,Delhi,IIT Bombay,4th,Data Science,College Colloboration
LD19272,Nagpur,IIM Bangalore,2nd,Data Science,Whatsapp
LD19273,Ahmedabad,Ramdeobaba Univerisity,4th,Data Science,Google Form
LD19274,Mumbai,IIIT Hyderabad,3rd,Data Science,Google Form
LD19275,Bangalore,IIT Delhi,4th,Data Science,College Colloboration
LD19276,Hyderabad,IIT Bombay,2nd,Computer Science,Instagram
LD19277,Delhi,IIT Bombay,3rd,Human Resource,Google Form
LD19278,Ahmedabad,IIM Bangalore,1st,Human Resource,Google Form
LD19279,Delhi,IIM Bangalore,3rd,Artificial Intelligence,Instagram
LD19280,Raipur,IIM A,3rd,Computer Science,Linkedin
LD19281,Ahmedabad,IIT Bombay,1st,Human Resource,Linkedin
LD19282,Bangalore,IIM Bangalore,3rd,Computer Science,Linkedin
LD19283,Nagpur,IIT Delhi,4th,Finance,Google Form
LD19284,Delhi,Ramdeobaba Univerisity,3rd,Robotics,Whatsapp
LD19285,Bangalore,IIT Delhi,3rd,Robotics,Google Form
LD19286,Hyderabad,IIT Delhi,2nd,Artificial Intelligence,Google Form
LD19287,Bangalore,BIITS Raipur,1st,Computer Science,Instagram
LD19288,Delhi,IIT Delhi,3rd,Data Science,Whatsapp
LD19289,Bangalore,IIM Bangalore,4th,Human Resource,Whatsapp
LD19290,Delhi,IIT Delhi,3rd,Finance,Google Form
LD19291,Hyderabad,IIT Bombay,4th,Robotics,Whatsapp
LD19292,Nagpur,IIT Bombay,2nd,Artificial Intelligence,Instagram
LD19293,Delhi,VNIT Nagpur,4th,Human Resource,College Colloboration
LD19294,Hyderabad,IIM Bangalore,1st,Computer Science,College Colloboration
LD19295,Nagpur,IIM A,3rd,Data Science,Google Form
LD19296,Mumbai,IIIT Hyderabad,3rd,Data Science,Google Form
LD19297,Mumbai,BIITS Raipur,2nd,Robotics,Whatsapp
LD19298,Bangalore,IIIT Hyderabad,4th,Human Resource,Linkedin
LD19299,Raipur,IIM Bangalore,2nd,Computer Science,College Colloboration
LD19300,Delhi,BIITS Raipur,2nd,Human Resource,Whatsapp
LD19301,Bangalore,IIM Bangalore,1st,Data Science,Instagram
LD19302,Mumbai,IIT Bombay,3rd,Finance,Instagram
LD19303,Bangalore,IIM Bangalore,1st,Data Science,Google Form
LD19304,Bangalore,IIT Delhi,3rd,Human Resource,College Colloboration
LD19305,Mumbai,IIIT Hyderabad,4th,Robotics,Google Form
LD19306,Delhi,IIT Bombay,2nd,Data Science,Google Form
LD19307,Raipur,IIM A,3rd,Artificial Intelligence,College Colloboration
LD19308,Bangalore,IIM A,1st,Computer Science,Whatsapp
LD19309,Hyderabad,IIT Delhi,4th,Robotics,Linkedin
LD19310,Bangalore,Ramdeobaba Univerisity,4th,Data Science,Whatsapp
LD19311,Raipur,BIITS Raipur,4th,Computer Science,Google Form
LD19312,Ahmedabad,Ramdeobaba Univerisity,2nd,Artificial Intelligence,Whatsapp
LD19313,Bangalore,IIT Delhi,1st,Data Science,Whatsapp
LD19314,Bangalore,VNIT Nagpur,1st,Robotics,College Colloboration
LD19315,Delhi,BIITS Raipur,3rd,Robotics,Google Form
LD19316,Hyderabad,Ramdeobaba Univerisity,3rd,Artificial Intelligence,College Colloboration
LD19317,Ahmedabad,VNIT Nagpur,1st,Data Science,Instagram
LD19318,Nagpur,IIM A,3rd,Computer Science,College Colloboration
LD19319,Ahmedabad,VNIT Nagpur,4th,Finance,College Colloboration
LD19320,Nagpur,Ramdeobaba Univerisity,2nd,Robotics,Google Form
LD19321,Mumbai,Ramdeobaba Univerisity,2nd,Data Science,Whatsapp
LD19322,Mumbai,Ramdeobaba Univerisity,1st,Finance,Linkedin
LD19323,Hyderabad,BIITS Raipur,4th,Data Science,Linkedin
LD19324,Delhi,IIM Bangalore,4th,Finance,Linkedin
LD19325,Ahmedabad,BIITS Raipur,2nd,Robotics,Instagram
LD19326,Nagpur,IIM Bangalore,1st,Robotics,College Colloboration
LD19327,Raipur,IIT Delhi,1st,Finance,Google Form
LD19328,Mumbai,IIM Bangalore,2nd,Data Science,Instagram
LD19329,Hyderabad,IIM Bangalore,1st,Artificial Intelligence,College Colloboration
LD19330,Delhi,IIM A,1st,Artificial Intelligence,Linkedin
LD19331,Hyderabad,IIT Delhi,1st,Computer Science,Whatsapp
LD19332,Raipur,IIIT Hyderabad,4th,Robotics,College Colloboration
LD19333,Bangalore,Ramdeobaba Univerisity,4th,Data Science,Google Form
LD19334,Nagpur,IIIT Hyderabad,2nd,Robotics,College Colloboration
LD19335,Raipur,IIM Bangalore,2nd,Human Resource,Linkedin
LD19336,Nagpur,VNIT Nagpur,2nd,Data Science,Whatsapp
LD19337,Mumbai,IIIT Hyderabad,4th,Finance,Linkedin
LD19338,Bangalore,IIM A,3rd,Artificial Intelligence,College Colloboration
LD19339,Mumbai,Ramdeobaba Univerisity,1st,Robotics,Whatsapp
LD19340,Ahmedabad,IIM A,1st,Data Science,College Colloboration
LD19341,Nagpur,IIT Delhi,1st,Finance,Linkedin
LD19342,Raipur,IIM Bangalore,2nd,Computer Science,Whatsapp
LD19343,Bangalore,IIT Bombay,3rd,Finance,Whatsapp
LD19344,Ahmedabad,IIIT Hyderabad,2nd,Robotics,Linkedin
LD19345,Raipur,IIIT Hyderabad,1st,Human Resource,Whatsapp
LD19346,Ahmedabad,Ramdeobaba Univerisity,4th,Finance,Google Form
LD19347,Ahmedabad,IIM A,1st,Finance,Google Form
LD19348,Ahmedabad,VNIT Nagpur,3rd,Human Resource,Linkedin
LD19349,Ahmedabad,IIIT Hyderabad,1st,Data Science,Whatsapp
LD19350,Ahmedabad,Ramdeobaba Univerisity,2nd,Human Resource,College Colloboration
LD19351,Raipur,IIM A,1st,Computer Science,Google Form
LD19352,Mumbai,IIT Delhi,3rd,Artificial Intelligence,Google Form
LD19353,Mumbai,BIITS Raipur,3rd,Finance,College Colloboration
LD19354,Mumbai,IIT Bombay,1st,Data Science,College Colloboration
LD19355,Delhi,BIITS Raipur,4th,Data Science,Instagram
LD19356,Nagpur,BIITS Raipur,1st,Human Resource,Instagram
LD19357,Raipur,IIM A,4th,Finance,Linkedin
LD19358,Bangalore,BIITS Raipur,2nd,Human Resource,Linkedin
LD19359,Hyderabad,Ramdeobaba Univerisity,1st,Finance,Linkedin
LD19360,Delhi,IIM A,4th,Human Resource,College Colloboration
LD19361,Delhi,BIITS Raipur,1st,Data Science,College Colloboration
LD19362,Nagpur,IIT Bombay,3rd,Human Resource,Linkedin
LD19363,Nagpur,IIIT Hyderabad,4th,Computer Science,Instagram
LD19364,Bangalore,VNIT Nagpur,3rd,Robotics,Google Form
LD19365,Ahmedabad,IIT Bombay,1st,Artificial Intelligence,College Colloboration
LD19366,Bangalore,BIITS Raipur,2nd,Computer Science,College Colloboration
LD19367,Delhi,BIITS Raipur,2nd,Data Science,Instagram
LD19368,Hyderabad,IIIT Hyderabad,3rd,Data Science,Google Form
LD19369,Delhi,IIT Bombay,3rd,Finance,Whatsapp
LD19370,Mumbai,BIITS Raipur,2nd,Human Resource,Linkedin
LD19371,Delhi,VNIT Nagpur,2nd,Robotics,College Colloboration
LD19372,Mumbai,IIM A,2nd,Artificial Intelligence,Whatsapp
LD19373,Mumbai,VNIT Nagpur,2nd,Finance,Instagram
LD19374,Ahmedabad,IIIT Hyderabad,2nd,Human Resource,Google Form
LD19375,Mumbai,VNIT Nagpur,4th,Finance,Instagram
LD19376,Raipur,IIIT Hyderabad,1st,Finance,Linkedin
LD19377,Mumbai,IIM A,2nd,Robotics,Whatsapp
LD19378,Mumbai,BIITS Raipur,4th,Artificial Intelligence,Linkedin
LD19379,Raipur,BIITS Raipur,4th,Human Resource,Google Form
LD19380,Bangalore,BIITS Raipur,3rd,Robotics,Google Form
LD19381,Raipur,IIT Delhi,2nd,Artificial Intelligence,Whatsapp
LD19382,Delhi,IIM Bangalore,3rd,Robotics,Linkedin
LD19383,Hyderabad,IIIT Hyderabad,1st,Finance,Whatsapp
LD19384,Delhi,Ramdeobaba Univerisity,1st,Finance,Instagram
LD19385,Hyderabad,IIT Delhi,2nd,Robotics,College Colloboration
LD19386,Nagpur,BIITS Raipur,1st,Artificial Intelligence,Google Form
LD19387,Nagpur,IIM A,4th,Artificial Intelligence,College Colloboration
LD19388,Delhi,IIIT Hyderabad,3rd,Human Resource,College Colloboration
LD19389,Nagpur,Ramdeobaba Univerisity,1st,Computer Science,College Colloboration
LD19390,Delhi,IIT Bombay,4th,Robotics,Whatsapp
LD19391,Raipur,BIITS Raipur,1st,Artificial Intelligence,Google Form
LD19392,Mumbai,VNIT Nagpur,2nd,Computer Science,Google Form
LD19393,Raipur,BIITS Raipur,2nd,Artificial Intelligence,College Colloboration
LD19394,Ahmedabad,BIITS Raipur,4th,Human Resource,College Colloboration
LD19395,Nagpur,Ramdeobaba Univerisity,3rd,Robotics,Linkedin
LD19396,Hyderabad,IIIT Hyderabad,3rd,Computer Science,Whatsapp
LD19397,Delhi,IIM A,4th,Artificial Intelligence,Instagram
LD19398,Ahmedabad,BIITS Raipur,4th,Data Science,College Colloboration
LD19399,Delhi,IIM A,4th,Data Science,Whatsapp
LD19400,Nagpur,VNIT Nagpur,3rd,Finance,Instagram
LD19401,Nagpur,VNIT Nagpur,2nd,Artificial Intelligence,College Colloboration
LD19402,Hyderabad,IIT Delhi,4th,Robotics,College Colloboration
LD19403,Bangalore,Ramdeobaba Univerisity,3rd,Data Science,Google Form
LD19404,Mumbai,IIM Bangalore,4th,Human Resource,Instagram
LD19405,Ahmedabad,IIM Bangalore,2nd,Robotics,Instagram
LD19406,Delhi,IIIT Hyderabad,2nd,Finance,Linkedin
LD19407,Raipur,IIIT Hyderabad,4th,Robotics,Instagram
LD19408,Mumbai,BIITS Raipur,4th,Robotics,Google Form
LD19409,Hyderabad,BIITS Raipur,2nd,Robotics,College Colloboration
LD19410,Nagpur,IIM Bangalore,3rd,Robotics,Instagram
LD19411,Raipur,IIM Bangalore,2nd,Finance,Whatsapp
LD19412,Bangalore,VNIT Nagpur,4th,Human Resource,Whatsapp
LD19413,Mumbai,BIITS Raipur,4th,Finance,Linkedin
LD19414,Hyderabad,IIIT Hyderabad,1st,Human Resource,Instagram
LD19415,Hyderabad,IIIT Hyderabad,1st,Robotics,Google Form
LD19416,Delhi,IIT Delhi,2nd,Human Resource,Linkedin
LD19417,Nagpur,IIM A,3rd,Finance,College Colloboration
LD19418,Hyderabad,IIIT Hyderabad,3rd,Artificial Intelligence,Instagram
LD19419,Bangalore,IIIT Hyderabad,2nd,Robotics,Google Form
LD19420,Bangalore,IIT Delhi,4th,Human Resource,Linkedin
LD19421,Raipur,IIM Bangalore,4th,Robotics,Whatsapp
LD19422,Bangalore,IIM Bangalore,1st,Robotics,Google Form
LD19423,Nagpur,IIM A,4th,Finance,College Colloboration
LD19424,Ahmedabad,IIT Delhi,1st,Computer Science,Instagram
LD19425,Raipur,BIITS Raipur,4th,Data Science,Google Form
LD19426,Hyderabad,BIITS Raipur,4th,Robotics,College Colloboration
LD19427,Ahmedabad,IIT Delhi,3rd,Data Science,College Colloboration
LD19428,Delhi,IIIT Hyderabad,2nd,Finance,Instagram
LD19429,Nagpur,VNIT Nagpur,3rd,Robotics,Google Form
LD19430,Mumbai,BIITS Raipur,2nd,Human Resource,Whatsapp
LD19431,Mumbai,IIT Delhi,2nd,Data Science,Instagram
LD19432,Delhi,Ramdeobaba Univerisity,1st,Human Resource,Whatsapp
LD19433,Bangalore,IIIT Hyderabad,1st,Computer Science,Linkedin
LD19434,Raipur,IIIT Hyderabad,2nd,Artificial Intelligence,Linkedin
LD19435,Hyderabad,VNIT Nagpur,4th,Robotics,Google Form
LD19436,Mumbai,IIM A,2nd,Computer Science,Instagram
LD19437,Raipur,VNIT Nagpur,2nd,Finance,Linkedin
LD19438,Mumbai,IIM A,2nd,Human Resource,Linkedin
LD19439,Mumbai,IIT Delhi,3rd,Artificial Intelligence,Whatsapp
LD19440,Delhi,IIM A,2nd,Finance,Instagram
LD19441,Raipur,VNIT Nagpur,1st,Human Resource,College Colloboration
LD19442,Nagpur,IIT Delhi,2nd,Human Resource,Google Form
LD19443,Hyderabad,IIT Delhi,1st,Finance,Linkedin
LD19444,Hyderabad,IIT Bombay,3rd,Robotics,Whatsapp
LD19445,Raipur,BIITS Raipur,2nd,Human Resource,Linkedin
LD19446,Mumbai,IIT Delhi,4th,Computer Science,Whatsapp
LD19447,Hyderabad,BIITS Raipur,4th,Computer Science,Linkedin
LD19448,Mumbai,IIIT Hyderabad,3rd,Human Resource,Whatsapp
LD19449,Delhi,Ramdeobaba Univerisity,4th,Finance,Linkedin
LD19450,Delhi,Ramdeobaba Univerisity,1st,Human Resource,Whatsapp
LD19451,Raipur,Ramdeobaba Univerisity,2nd,Computer Science,Google Form
LD19452,Hyderabad,IIM Bangalore,3rd,Finance,College Colloboration
LD19453,Bangalore,IIT Delhi,1st,Data Science,Instagram
LD19454,Hyderabad,IIM A,3rd,Computer Science,Google Form
LD19455,Ahmedabad,IIM A,3rd,Robotics,Whatsapp
LD19456,Hyderabad,BIITS Raipur,3rd,Robotics,Linkedin
LD19457,Bangalore,VNIT Nagpur,3rd,Data Science,Instagram
LD19458,Ahmedabad,IIM Bangalore,4th,Finance,College Colloboration
LD19459,Delhi,VNIT Nagpur,2nd,Artificial Intelligence,Google Form
LD19460,Delhi,IIT Bombay,2nd,Finance,Whatsapp
LD19461,Mumbai,VNIT Nagpur,2nd,Artificial Intelligence,Google Form
LD19462,Ahmedabad,IIM A,1st,Robotics,Google Form
LD19463,Mumbai,Ramdeobaba Univerisity,1st,Computer Science,College Colloboration
LD19464,Hyderabad,IIIT Hyderabad,3rd,Data Science,Google Form
LD19465,Nagpur,IIIT Hyderabad,1st,Computer Science,College Colloboration
LD19466,Nagpur,IIM A,2nd,Finance,Linkedin
LD19467,Ahmedabad,IIT Bombay,2nd,Robotics,Google Form
LD19468,Bangalore,VNIT Nagpur,3rd,Human Resource,Whatsapp
LD19469,Nagpur,IIM A,2nd,Robotics,Whatsapp
LD19470,Delhi,IIM Bangalore,4th,Computer Science,Instagram
LD19471,Mumbai,Ramdeobaba Univerisity,1st,Computer Science,Whatsapp
LD19472,Bangalore,IIM A,4th,Finance,Linkedin
LD19473,Bangalore,BIITS Raipur,4th,Robotics,Instagram
LD19474,Raipur,BIITS Raipur,1st,Finance,Whatsapp
LD19475,Raipur,VNIT Nagpur,2nd,Finance,Whatsapp
LD19476,Bangalore,Ramdeobaba Univerisity,4th,Artificial Intelligence,College Colloboration
LD19477,Raipur,Ramdeobaba Univerisity,3rd,Robotics,Instagram
LD19478,Delhi,IIT Bombay,2nd,Data Science,College Colloboration
LD19479,Hyderabad,IIM Bangalore,2nd,Artificial Intelligence,Linkedin
LD19480,Bangalore,IIIT Hyderabad,1st,Artificial Intelligence,Whatsapp
LD19481,Mumbai,IIT Delhi,1st,Finance,Google Form
LD19482,Ahmedabad,IIIT Hyderabad,2nd,Human Resource,Google Form
LD19483,Raipur,IIM A,3rd,Data Science,Google Form
LD19484,Raipur,IIM A,2nd,Data Science,Linkedin
LD19485,Hyderabad,BIITS Raipur,2nd,Artificial Intelligence,College Colloboration
LD19486,Delhi,IIM Bangalore,2nd,Artificial Intelligence,Google Form
LD19487,Hyderabad,Ramdeobaba Univerisity,4th,Data Science,Instagram
LD19488,Hyderabad,VNIT Nagpur,2nd,Finance,Google Form
LD19489,Delhi,IIM A,2nd,Data Science,Whatsapp
LD19490,Raipur,IIIT Hyderabad,2nd,Artificial Intelligence,Linkedin
LD19491,Ahmedabad,Ramdeobaba Univerisity,1st,Computer Science,Whatsapp
LD19492,Ahmedabad,IIM Bangalore,2nd,Data Science,College Colloboration
LD19493,Raipur,Ramdeobaba Univerisity,1st,Robotics,Linkedin
LD19494,Hyderabad,IIM A,4th,Computer Science,College Colloboration
LD19495,Ahmedabad,VNIT Nagpur,2nd,Computer Science,Linkedin
LD19496,Mumbai,IIM A,4th,Computer Science,College Colloboration
LD19497,Delhi,IIT Bombay,4th,Robotics,College Colloboration
LD19498,Bangalore,IIM A,1st,Finance,Instagram
LD19499,Bangalore,BIITS Raipur,4th,Finance,College Colloboration
LD19500,Nagpur,IIT Delhi,1st,Robotics,Whatsapp
LD19501,Raipur,VNIT Nagpur,3rd,Robotics,Linkedin
LD19502,Ahmedabad,IIM Bangalore,4th,Finance,Whatsapp
LD19503,Mumbai,IIIT Hyderabad,1st,Human Resource,Linkedin
LD19504,Mumbai,BIITS Raipur,4th,Human Resource,College Colloboration
LD19505,Bangalore,Ramdeobaba Univerisity,1st,Data Science,College Colloboration
LD19506,Delhi,IIT Bombay,1st,Human Resource,Whatsapp
LD19507,Hyderabad,BIITS Raipur,4th,Artificial Intelligence,Whatsapp
LD19508,Bangalore,IIM A,2nd,Robotics,Google Form
LD19509,Hyderabad,IIM A,1st,Human Resource,Google Form
LD19510,Ahmedabad,VNIT Nagpur,4th,Robotics,Linkedin
LD19511,Bangalore,IIM A,3rd,Artificial Intelligence,Google Form
LD19512,Nagpur,Ramdeobaba Univerisity,4th,Human Resource,Whatsapp
LD19513,Hyderabad,IIM A,4th,Finance,Linkedin
LD19514,Delhi,IIM A,2nd,Finance,Whatsapp
LD19515,Ahmedabad,BIITS Raipur,2nd,Computer Science,Linkedin
LD19516,Ahmedabad,IIIT Hyderabad,3rd,Data Science,Instagram
LD19517,Raipur,BIITS Raipur,2nd,Computer Science,Whatsapp
LD19518,Nagpur,IIM A,1st,Data Science,Google Form
LD19519,Raipur,IIM Bangalore,1st,Data Science,Google Form
LD19520,Delhi,IIM Bangalore,4th,Finance,Linkedin
LD19521,Hyderabad,BIITS Raipur,2nd,Finance,Linkedin
LD19522,Bangalore,IIT Bombay,2nd,Human Resource,Whatsapp
LD19523,Nagpur,IIT Bombay,2nd,Finance,Google Form
LD19524,Hyderabad,IIT Delhi,2nd,Robotics,College Colloboration
LD19525,Raipur,IIM A,1st,Artificial Intelligence,College Colloboration
LD19526,Raipur,IIIT Hyderabad,2nd,Artificial Intelligence,Google Form
LD19527,Ahmedabad,IIT Bombay,2nd,Computer Science,Google Form
LD19528,Ahmedabad,IIT Bombay,1st,Artificial Intelligence,Instagram
LD19529,Hyderabad,BIITS Raipur,2nd,Finance,College Colloboration
LD19530,Bangalore,IIM Bangalore,3rd,Finance,Instagram
LD19531,Raipur,BIITS Raipur,1st,Data Science,Whatsapp
LD19532,Nagpur,IIT Delhi,3rd,Finance,Google Form
LD19533,Delhi,BIITS Raipur,4th,Computer Science,Linkedin
LD19534,Bangalore,Ramdeobaba Univerisity,4th,Finance,Whatsapp
LD19535,Ahmedabad,IIT Bombay,3rd,Human Resource,Instagram
LD19536,Hyderabad,IIM A,2nd,Robotics,Instagram
LD19537,Raipur,IIM Bangalore,4th,Data Science,Whatsapp
LD19538,Nagpur,IIT Delhi,1st,Robotics,College Colloboration
LD19539,Hyderabad,IIM Bangalore,3rd,Computer Science,Linkedin
LD19540,Raipur,IIT Bombay,3rd,Finance,Whatsapp
LD19541,Nagpur,IIT Delhi,2nd,Computer Science,Whatsapp
LD19542,Mumbai,BIITS Raipur,2nd,Finance,Whatsapp
LD19543,Raipur,Ramdeobaba Univerisity,4th,Artificial Intelligence,Instagram
LD19544,Bangalore,IIT Bombay,2nd,Artificial Intelligence,Google Form
LD19545,Delhi,BIITS Raipur,1st,Data Science,Google Form
LD19546,Raipur,Ramdeobaba Univerisity,2nd,Computer Science,Instagram
LD19547,Ahmedabad,IIIT Hyderabad,2nd,Human Resource,Whatsapp
LD19548,Delhi,IIT Delhi,2nd,Computer Science,College Colloboration
LD19549,Delhi,VNIT Nagpur,4th,Data Science,Google Form
LD19550,Ahmedabad,Ramdeobaba Univerisity,4th,Data Science,College Colloboration
LD19551,Delhi,VNIT Nagpur,3rd,Computer Science,Google Form
LD19552,Hyderabad,VNIT Nagpur,1st,Human Resource,Linkedin
LD19553,Ahmedabad,IIT Delhi,3rd,Finance,Whatsapp
LD19554,Hyderabad,BIITS Raipur,4th,Data Science,Instagram
LD19555,Nagpur,IIT Bombay,1st,Artificial Intelligence,Whatsapp
LD19556,Delhi,IIM Bangalore,1st,Human Resource,Whatsapp
LD19557,Nagpur,Ramdeobaba Univerisity,3rd,Finance,Linkedin
LD19558,Bangalore,BIITS Raipur,1st,Robotics,Instagram
LD19559,Raipur,VNIT Nagpur,2nd,Computer Science,Google Form
LD19560,Nagpur,Ramdeobaba Univerisity,2nd,Robotics,Instagram
LD19561,Mumbai,IIT Delhi,3rd,Data Science,Google Form
LD19562,Hyderabad,IIT Bombay,1st,Artificial Intelligence,Linkedin
LD19563,Ahmedabad,BIITS Raipur,1st,Computer Science,Linkedin
LD19564,Bangalore,IIIT Hyderabad,4th,Finance,Instagram
LD19565,Raipur,IIT Bombay,3rd,Robotics,Linkedin
LD19566,Mumbai,IIM A,3rd,Human Resource,Google Form
LD19567,Raipur,VNIT Nagpur,1st,Artificial Intelligence,College Colloboration
LD19568,Ahmedabad,Ramdeobaba Univerisity,3rd,Computer Science,College Colloboration
LD19569,Hyderabad,IIIT Hyderabad,3rd,Robotics,Linkedin
LD19570,Ahmedabad,Ramdeobaba Univerisity,2nd,Computer Science,Google Form
LD19571,Hyderabad,IIIT Hyderabad,3rd,Computer Science,Whatsapp
LD19572,Raipur,IIIT Hyderabad,3rd,Human Resource,Whatsapp
LD19573,Delhi,IIM Bangalore,1st,Data Science,Instagram
LD19574,Ahmedabad,IIM Bangalore,1st,Data Science,Google Form
LD19575,Nagpur,IIIT Hyderabad,4th,Robotics,Linkedin
LD19576,Ahmedabad,IIIT Hyderabad,2nd,Data Science,Whatsapp
